Question ID,Question,Category,Difficulty Level,Tags,Answer,User Rating
169,How do you center a div using CSS?,Frontend Development,Beginner,"Web Accessibility, CSS","HTML5 introduced new elements and attributes like <article>, <section>, and more robust multimedia support.",4.1
170,How do you select an element by ID in JavaScript?,Frontend Development,Beginner,"CSS, Media Queries, Web Accessibility, Bootstrap",Use the <link> tag within the <head> to include an external CSS file.,4.6
171,"What is Flexbox, and how is it used in CSS?",Frontend Development,Beginner,"Basic Styling, JavaScript, Grid",Use the <a> tag with an href attribute pointing to the URL. Example: <a href='https://example.com'>Link</a>.,4.5
172,What is the difference between HTML and HTML5?,Frontend Development,Beginner,"CSS, Responsive Design, HTML, Flexbox",You can use margin: auto along with a defined width to center a div.,4.7
173,"What is the difference between inline, block, and inline-block elements?",Frontend Development,Beginner,"Bootstrap, DOM Manipulation",You can use Flexbox or Grid in CSS to create responsive layouts effectively.,4.3
174,"What is the difference between var, let, and const in JavaScript?",Frontend Development,Beginner,"JavaScript, Forms, Media Queries","The <head> tag contains meta-information about the document, like title, scripts, and styles.",4.4
175,What is the purpose of the <meta> tag in HTML?,Frontend Development,Beginner,"DOM Manipulation, Grid",Media queries allow you to apply styles conditionally based on screen size or device type.,4.2
176,"What is the difference between var, let, and const in JavaScript?",Frontend Development,Beginner,"CSS, Flexbox, Responsive Design, Grid",Use the CSS property background-image: url('path/to/image.jpg') to apply a background image.,4.2
177,What are CSS pseudo-classes?,Frontend Development,Beginner,"JavaScript, Grid",You can use margin: auto along with a defined width to center a div.,4.6
178,What is the DOM in JavaScript?,Frontend Development,Beginner,"Basic Styling, Bootstrap",Use the CSS property background-image: url('path/to/image.jpg') to apply a background image.,4.8
179,How do you include an external CSS file in an HTML document?,Frontend Development,Beginner,"Web Accessibility, JavaScript",Bootstrap is a framework for building responsive websites with pre-designed components and utilities.,4.6
180,How do you center a div using CSS?,Frontend Development,Beginner,"CSS, Forms, HTML","Var has function scope, let has block scope, and const is for constants that cannot be reassigned.",4.4
181,What is the DOM in JavaScript?,Frontend Development,Beginner,"Responsive Design, Media Queries, HTML, Bootstrap","Semantic elements clearly define the purpose of the element, such as <header> or <footer>.",4.2
182,How can you make a button clickable using JavaScript?,Frontend Development,Beginner,"DOM Manipulation, Responsive Design, Web Accessibility, CSS","Semantic elements clearly define the purpose of the element, such as <header> or <footer>.",4.2
183,How do you include an external CSS file in an HTML document?,Frontend Development,Beginner,"Flexbox, Forms, HTML, Media Queries",Use the <a> tag with an href attribute pointing to the URL. Example: <a href='https://example.com'>Link</a>.,4.1
184,What are semantic elements in HTML?,Frontend Development,Beginner,"Basic Styling, Bootstrap, Forms",Media queries allow you to apply styles conditionally based on screen size or device type.,4.5
185,How do you center a div using CSS?,Frontend Development,Beginner,"CSS, Grid",You can use margin: auto along with a defined width to center a div.,4.7
186,What are CSS pseudo-classes?,Frontend Development,Beginner,"JavaScript, CSS, Bootstrap",Use the <link> tag within the <head> to include an external CSS file.,4.2
187,"What is the difference between inline, block, and inline-block elements?",Frontend Development,Beginner,"Flexbox, Forms, Grid, Bootstrap",The DOM is the Document Object Model that represents the HTML structure as an object tree.,4.2
188,"What is Bootstrap, and how is it used in web design?",Frontend Development,Beginner,"CSS, Flexbox, Basic Styling, DOM Manipulation",Media queries allow you to apply styles conditionally based on screen size or device type.,4.0
189,What is the purpose of the <head> tag in HTML?,Frontend Development,Beginner,"Responsive Design, Basic Styling, JavaScript",Add a JavaScript click event listener to make a button clickable.,4.6
190,What is the purpose of the <meta> tag in HTML?,Frontend Development,Beginner,"DOM Manipulation, Basic Styling, JavaScript",You can use margin: auto along with a defined width to center a div.,4.6
191,How do you select an element by ID in JavaScript?,Frontend Development,Beginner,"Responsive Design, JavaScript",Add a JavaScript click event listener to make a button clickable.,5.0
192,How do you add a hyperlink in HTML?,Frontend Development,Beginner,"DOM Manipulation, Media Queries, Basic Styling",You can use document.getElementById('id') to select an element by its ID.,4.0
193,How do you select an element by ID in JavaScript?,Frontend Development,Beginner,"Media Queries, Forms, Flexbox, Grid","The <meta> tag provides metadata about the HTML document, such as character encoding or viewport settings.",4.8
194,How can you create a responsive layout using CSS?,Frontend Development,Beginner,"DOM Manipulation, Responsive Design, CSS","Padding is the space inside an element's border, while margin is the space outside it.",4.2
195,What is the difference between HTML and HTML5?,Frontend Development,Beginner,"Media Queries, JavaScript, Flexbox",Use the <a> tag with an href attribute pointing to the URL. Example: <a href='https://example.com'>Link</a>.,4.7
196,What are CSS pseudo-classes?,Frontend Development,Beginner,"CSS, JavaScript, Web Accessibility, Flexbox",You can use margin: auto along with a defined width to center a div.,4.4
197,How can you create a responsive layout using CSS?,Frontend Development,Beginner,"CSS, Flexbox","The <head> tag contains meta-information about the document, like title, scripts, and styles.",4.0
198,How do you center a div using CSS?,Frontend Development,Beginner,"Forms, DOM Manipulation, Media Queries, HTML",You can use Flexbox or Grid in CSS to create responsive layouts effectively.,4.9
199,"What is Bootstrap, and how is it used in web design?",Frontend Development,Beginner,"Basic Styling, DOM Manipulation, Web Accessibility, Media Queries","Pseudo-classes define the state of an element, like :hover or :focus.",4.3
200,How do you include an external CSS file in an HTML document?,Frontend Development,Beginner,"Basic Styling, Web Accessibility","Var has function scope, let has block scope, and const is for constants that cannot be reassigned.",4.9
201,How do you select an element by ID in JavaScript?,Frontend Development,Beginner,"Forms, DOM Manipulation","Padding is the space inside an element's border, while margin is the space outside it.",4.4
202,How can you create a responsive layout using CSS?,Frontend Development,Beginner,"DOM Manipulation, Responsive Design, Grid, Web Accessibility",Use JavaScript functions like onsubmit or addEventListener to validate form input.,4.4
203,What are media queries in CSS?,Frontend Development,Beginner,"HTML, DOM Manipulation",Media queries allow you to apply styles conditionally based on screen size or device type.,5.0
204,How can you create a responsive layout using CSS?,Frontend Development,Beginner,"Grid, CSS","Pseudo-classes define the state of an element, like :hover or :focus.",4.1
205,"What is Flexbox, and how is it used in CSS?",Frontend Development,Beginner,"DOM Manipulation, JavaScript",Media queries allow you to apply styles conditionally based on screen size or device type.,4.9
206,What is the purpose of the <head> tag in HTML?,Frontend Development,Beginner,"Forms, DOM Manipulation, Flexbox",You can use Flexbox or Grid in CSS to create responsive layouts effectively.,4.3
207,How do you add a hyperlink in HTML?,Frontend Development,Beginner,"Flexbox, Grid, HTML, Forms",Media queries allow you to apply styles conditionally based on screen size or device type.,4.3
208,What is the DOM in JavaScript?,Frontend Development,Beginner,"Responsive Design, Media Queries",Use JavaScript functions like onsubmit or addEventListener to validate form input.,4.7
209,How do you select an element by ID in JavaScript?,Frontend Development,Beginner,"Media Queries, Bootstrap",The DOM is the Document Object Model that represents the HTML structure as an object tree.,4.4
210,What are media queries in CSS?,Frontend Development,Beginner,"Responsive Design, DOM Manipulation",You can use Flexbox or Grid in CSS to create responsive layouts effectively.,4.9
211,How can you make a button clickable using JavaScript?,Frontend Development,Beginner,"Bootstrap, Responsive Design",Use JavaScript functions like onsubmit or addEventListener to validate form input.,4.7
212,What is the purpose of the <head> tag in HTML?,Frontend Development,Beginner,"Forms, DOM Manipulation, JavaScript, Basic Styling",Use the <link> tag within the <head> to include an external CSS file.,4.2
